cluster_id,cluster_name,player_id,player_name,team_name,position,age,minutes,quality_score
6,progressive distributors,74022,Stefan Ristovski,Dinamo Zagreb,Defender,34,1891.0,57.875412541254114
6,progressive distributors,37266383,Marco Boras,Slaven Koprivnica,Defender,24,982.0,56.56628162816281
6,progressive distributors,37535538,Luka Dajcer,Lokomotiva Zagreb,Defender,25,1845.0,56.35107260726072
6,progressive distributors,62765,Samy Mmaee,Dinamo Zagreb,Defender,29,1240.0,56.21149614961496
6,progressive distributors,37596442,Dominik Prpić,Hajduk Split,Defender,22,2461.0,55.279152915291526
6,progressive distributors,37744101,Agyemang Morrison,Šibenik,Defender,21,2790.0,55.00756325632563
6,progressive distributors,17525250,Kresimir Krizmanic,Gorica,Defender,26,2788.0,54.44856985698569
6,progressive distributors,73519,Josip Misic,Dinamo Zagreb,Midfielder,32,2168.0,53.55542931342314
6,progressive distributors,37742,Stefan Peric,Šibenik,Defender,29,1982.0,51.94788228822882
6,progressive distributors,73659,Luka Lucic,Slaven Koprivnica,Midfielder,31,2739.0,48.83785099821458
6,progressive distributors,432894,Maxime Bernauer,Dinamo Zagreb,Defender,28,735.0,48.62692519251925
6,progressive distributors,74023,Leonard Žuta,Šibenik,Defender,33,2339.0,47.72552255225522
7,safe passers,5270348,Jon Mersinaj,Lokomotiva Zagreb,Defender,27,606.0,46.30913091309131
8,balanced profile,76047,Ivan Sušak,Slaven Koprivnica,Goalkeeper,28,2880.0,69.28571428571428
8,balanced profile,74526,Ivan Banic,Gorica,Goalkeeper,31,2430.0,64.28571428571429
8,balanced profile,73710,Marko Malenica,Osijek,Goalkeeper,32,2880.0,48.57142857142857
8,balanced profile,76452,Zvonimir Subaric,Lokomotiva Zagreb,Goalkeeper,29,2970.0,45.71428571428571
8,balanced profile,73489,Ivan Filipovic,Dinamo Zagreb,Goalkeeper,31,1260.0,40.0
8,balanced profile,67094,B. Radošević,Gorica,Goalkeeper,37,551.0,40.0
8,balanced profile,21404328,Antonio Đaković,Šibenik,Goalkeeper,25,1890.0,39.285714285714285
8,balanced profile,132583,Marijan Ćorić,Istra 1961,Goalkeeper,31,450.0,20.71428571428571
9,goalkeeper distributors,73640,Oliver Zelenika,Varaždin,Goalkeeper,33,2880.0,67.85714285714286
9,goalkeeper distributors,7330,Ivan Lucic,Hajduk Split,Goalkeeper,31,2496.0,66.42857142857142
9,goalkeeper distributors,1525038,Lovro Majkic,Istra 1961,Goalkeeper,26,2751.0,61.42857142857142
9,goalkeeper distributors,1193792,Martin Zlomislic,Rijeka,Goalkeeper,27,3054.0,56.42857142857142
9,goalkeeper distributors,73451,Danijel Zagorac,Dinamo Zagreb,Goalkeeper,39,810.0,56.42857142857142
9,goalkeeper distributors,74071,Ivan Nevistic,Dinamo Zagreb,Goalkeeper,27,2160.0,53.57142857142858
